trial_id,N,method,true_theta,true_phi,fidelity,infidelity,z_shots,x_shots,y_shots,z_counts_0,z_counts_1,x_counts_0,x_counts_1,y_counts_0,y_counts_1,reward,x_fraction,y_fraction,z_fraction
1966,50,XYZ_split,1.0111823070846842,5.274717093341337,0.9930020034504216,0.006997996549578445,16,16,18,14,2,11,5,1,17,,0.32,0.36,0.32
1966,50,RL_adaptive,1.0111823070846842,5.274717093341337,0.9924697911072057,0.007530208892794321,17,18,15,15,2,15,3,2,13,0.9924697911072057,0.36,0.3,0.34
1966,100,Z_only,1.0111823070846842,5.274717093341337,0.7654295672937315,0.23457043270626854,100,0,0,73,27,0,0,0,0,,0.0,0.0,1.0
1966,100,ZX_split,1.0111823070846842,5.274717093341337,0.8384395684685445,0.1615604315314555,50,50,0,43,7,34,16,0,0,,0.5,0.0,0.5
1966,100,XYZ_split,1.0111823070846842,5.274717093341337,0.9991804930323663,0.0008195069676336653,33,33,34,24,9,24,9,6,28,,0.33,0.34,0.33
1966,100,RL_adaptive,1.0111823070846842,5.274717093341337,0.9956554532170868,0.004344546782913183,32,38,30,24,8,25,13,4,26,0.9956554532170868,0.38,0.3,0.32
1966,250,Z_only,1.0111823070846842,5.274717093341337,0.7654295672937315,0.23457043270626854,250,0,0,183,67,0,0,0,0,,0.0,0.0,1.0
1966,250,ZX_split,1.0111823070846842,5.274717093341337,0.8423536452137921,0.15764635478620792,125,125,0,87,38,93,32,0,0,,0.5,0.0,0.5
1966,250,XYZ_split,1.0111823070846842,5.274717093341337,0.9986470288692326,0.0013529711307673775,83,83,84,61,22,62,21,12,72,,0.332,0.336,0.332
1966,250,RL_adaptive,1.0111823070846842,5.274717093341337,0.9966345263729272,0.003365473627072846,87,78,85,65,22,55,23,7,78,0.9966345263729272,0.312,0.34,0.348
1966,500,Z_only,1.0111823070846842,5.274717093341337,0.7654295672937315,0.23457043270626854,500,0,0,382,118,0,0,0,0,,0.0,0.0,1.0
1966,500,ZX_split,1.0111823070846842,5.274717093341337,0.8476331544603273,0.15236684553967272,250,250,0,192,58,191,59,0,0,,0.5,0.0,0.5
1966,500,XYZ_split,1.0111823070846842,5.274717093341337,0.9945028740583194,0.005497125941680614,166,166,168,119,47,113,53,18,150,,0.332,0.336,0.332
1966,500,RL_adaptive,1.0111823070846842,5.274717093341337,0.9991821425619273,0.0008178574380727222,146,179,175,110,36,124,55,25,150,0.9991821425619273,0.358,0.35,0.292
1967,10,Z_only,2.0413506622830524,1.0955113896796123,0.7266902218563983,0.2733097781436017,10,0,0,3,7,0,0,0,0,,0.0,0.0,1.0
1967,10,ZX_split,2.0413506622830524,1.0955113896796123,0.4839058859934703,0.5160941140065297,5,5,0,3,2,3,2,0,0,,0.5,0.0,0.5
1967,10,XYZ_split,2.0413506622830524,1.0955113896796123,0.7772830766294482,0.22271692337055182,3,3,4,2,1,2,1,3,1,,0.3,0.4,0.3
1967,10,RL_adaptive,2.0413506622830524,1.0955113896796123,0.9244002019480011,0.0755997980519989,2,4,4,1,1,3,1,3,1,0.9244002019480011,0.4,0.4,0.2
1967,25,Z_only,2.0413506622830524,1.0955113896796123,0.7266902218563983,0.2733097781436017,25,0,0,7,18,0,0,0,0,,0.0,0.0,1.0
1967,25,ZX_split,2.0413506622830524,1.0955113896796123,0.7912839258868861,0.20871607411311388,12,13,0,3,9,8,5,0,0,,0.52,0.0,0.48
1967,25,XYZ_split,2.0413506622830524,1.0955113896796123,0.999347082731659,0.0006529172683410467,8,8,9,2,6,6,2,9,0,,0.32,0.36,0.32
1967,25,RL_adaptive,2.0413506622830524,1.0955113896796123,0.9918649725810463,0.008135027418953666,9,9,7,2,7,7,2,6,1,0.9918649725810463,0.36,0.28,0.36
1967,50,Z_only,2.0413506622830524,1.0955113896796123,0.7266902218563983,0.2733097781436017,50,0,0,16,34,0,0,0,0,,0.0,0.0,1.0
1967,50,ZX_split,2.0413506622830524,1.0955113896796123,0.7996961602241739,0.2003038397758261,25,25,0,6,19,21,4,0,0,,0.5,0.0,0.5
1967,50,XYZ_split,2.0413506622830524,1.0955113896796123,0.9084328764820795,0.09156712351792051,16,16,18,9,7,11,5,16,2,,0.32,0.36,0.32
1967,50,RL_adaptive,2.0413506622830524,1.0955113896796123,0.9871331928135191,0.012866807186480922,18,17,15,5,13,14,3,13,2,0.9871331928135191,0.34,0.3,0.36
1967,100,Z_only,2.0413506622830524,1.0955113896796123,0.7266902218563983,0.2733097781436017,100,0,0,16,84,0,0,0,0,,0.0,0.0,1.0
1967,100,ZX_split,2.0413506622830524,1.0955113896796123,0.7651504499683014,0.2348495500316986,50,50,0,21,29,37,13,0,0,,0.5,0.0,0.5
1967,100,XYZ_split,2.0413506622830524,1.0955113896796123,0.9642693107041636,0.03573068929583645,33,33,34,6,27,22,11,25,9,,0.33,0.34,0.33
1967,100,RL_adaptive,2.0413506622830524,1.0955113896796123,0.9997218547863431,0.0002781452136568774,28,41,31,7,21,29,12,28,3,0.9997218547863431,0.41,0.31,0.28
1967,250,Z_only,2.0413506622830524,1.0955113896796123,0.7266902218563983,0.2733097781436017,250,0,0,55,195,0,0,0,0,,0.0,0.0,1.0
1967,250,ZX_split,2.0413506622830524,1.0955113896796123,0.8025293054963836,0.19747069450361643,125,125,0,33,92,83,42,0,0,,0.5,0.0,0.5
1967,250,XYZ_split,2.0413506622830524,1.0955113896796123,0.9949504935628007,0.005049506437199258,83,83,84,21,62,53,30,77,7,,0.332,0.336,0.332
1967,250,RL_adaptive,2.0413506622830524,1.0955113896796123,0.9988519046027972,0.0011480953972028418,105,63,82,24,81,44,19,75,7,0.9988519046027972,0.252,0.328,0.42
1967,500,Z_only,2.0413506622830524,1.0955113896796123,0.7266902218563983,0.2733097781436017,500,0,0,135,365,0,0,0,0,,0.0,0.0,1.0
1967,500,ZX_split,2.0413506622830524,1.0955113896796123,0.804513853754431,0.19548614624556904,250,250,0,67,183,172,78,0,0,,0.5,0.0,0.5
1967,500,XYZ_split,2.0413506622830524,1.0955113896796123,0.9983045214167124,0.0016954785832875574,166,166,168,39,127,124,42,151,17,,0.332,0.336,0.332
1967,500,RL_adaptive,2.0413506622830524,1.0955113896796123,0.991398079718439,0.008601920281561037,139,154,207,43,96,121,33,180,27,0.991398079718439,0.308,0.414,0.278
1968,10,Z_only,1.5583649342737487,3.6310065803962313,0.49378446383330854,0.5062155361666915,10,0,0,3,7,0,0,0,0,,0.0,0.0,1.0
1968,10,ZX_split,1.5583649342737487,3.6310065803962313,0.9166601104456037,0.08333988955439631,5,5,0,2,3,1,4,0,0,,0.5,0.0,0.5
1968,10,XYZ_split,1.5583649342737487,3.6310065803962313,0.9166601104456037,0.08333988955439631,3,3,4,1,2,0,3,2,2,,0.3,0.4,0.3
1968,10,RL_adaptive,1.5583649342737487,3.6310065803962313,0.9205911606787834,0.07940883932121656,3,3,4,2,1,0,3,2,2,0.9205911606787834,0.3,0.4,0.3
