target_id,seed,N,method,true_theta,theta_hat,theta_error,fidelity,infidelity,z_counts_0,z_counts_1,x_counts_0,x_counts_1,reward
0,1,250,Z_only,5.789849863098693,0.47781889725220456,0.9711543413330972,0.7821734775329786,0.2178265224670214,236,14,0,0,
0,1,250,ZX_split,5.789849863098693,5.755651691583134,0.03419817151555904,0.9997076497602453,0.00029235023975471286,120,5,29,96,
0,1,250,RL_adaptive,5.789849863098693,5.947047256394018,0.15719739329532523,0.9938349559639121,0.006165044036087863,1,0,81,168,0.9938349559639121
0,1,500,Z_only,5.789849863098693,0.41280279937633324,0.9061382434572263,0.80839501835168,0.19160498164831996,479,21,0,0,
0,1,500,ZX_split,5.789849863098693,5.855236810858104,0.06538694775941067,0.9989315175342793,0.001068482465720666,239,11,73,177,
0,1,500,RL_adaptive,5.789849863098693,0.8358815485713696,1.3292169926522623,0.6196181982833929,0.38038180171660707,475,24,1,0,0.6196181982833929
0,2,10,Z_only,5.789849863098693,0.0,0.493335444080893,0.9403791035665776,0.05962089643342239,10,0,0,0,
0,2,10,ZX_split,5.789849863098693,6.085789747329706,0.2959398842310126,0.9782642289748743,0.021735771025125694,5,0,2,3,
0,2,10,RL_adaptive,5.789849863098693,5.2194874847770265,0.5703623783216667,0.9208526844660075,0.07914731553399246,7,2,0,1,0.9208526844660075
0,2,25,Z_only,5.789849863098693,0.5735131044230967,1.06684854850399,0.7414431475420045,0.25855685245799553,23,2,0,0,
0,2,25,ZX_split,5.789849863098693,6.206413415909808,0.4165635528111151,0.9572423967057051,0.0427576032942949,12,0,6,7,
0,2,25,RL_adaptive,5.789849863098693,6.200044075291145,0.4101942121924518,0.9585216953647093,0.041478304635290675,1,0,11,13,0.9585216953647093
0,2,50,Z_only,5.789849863098693,0.5735131044230967,1.06684854850399,0.7414431475420045,0.25855685245799553,46,4,0,0,
0,2,50,ZX_split,5.789849863098693,5.633314857767639,0.15653500533105458,0.9938866962976448,0.006113303702355188,25,0,3,22,
0,2,50,RL_adaptive,5.789849863098693,5.455259609162353,0.3345902539363399,0.9722724711113464,0.027727528888653596,47,2,0,1,0.9722724711113464
0,2,100,Z_only,5.789849863098693,0.34816602127296103,0.8415014653538542,0.8331720090262092,0.16682799097379075,97,3,0,0,
0,2,100,ZX_split,5.789849863098693,5.632108585735106,0.1577412773635869,0.9937923101892553,0.00620768981074471,46,4,9,41,
0,2,100,RL_adaptive,5.789849863098693,5.433360304356585,0.3564895587421084,0.9685638462628496,0.03143615373715036,93,6,0,1,0.9685638462628496
0,2,250,Z_only,5.789849863098693,0.5276354822647822,1.020970926345675,0.7612691852828876,0.23873081471711244,233,17,0,0,
0,2,250,ZX_split,5.789849863098693,5.838403384200451,0.04855352110175737,0.9994107546702273,0.0005892453297726696,116,9,37,88,
