target_id,N,plane,inactive_fraction_q1,inactive_fraction_q2,inactive_fraction_mean
1151,100,XZ,0.15,0.66,0.405
1151,250,XZ,0.1,0.12,0.11
1151,500,XZ,0.09,0.122,0.106
1152,10,XY,0.3,0.3,0.3
1152,25,XY,0.48,0.16,0.32
1152,50,XY,0.16,0.16,0.16
1152,100,XY,0.69,0.19,0.44
1152,250,XY,0.128,0.648,0.388
1152,500,XY,0.098,0.67,0.384
1153,10,YZ,0.4,0.3,0.35
1153,25,YZ,0.2,0.2,0.2
1153,50,YZ,0.62,0.22,0.42
1153,100,YZ,0.17,0.17,0.17
1153,250,YZ,0.652,0.144,0.398
1153,500,YZ,0.676,0.096,0.386
1154,10,XZ,0.3,0.3,0.3
1154,25,XZ,0.28,0.56,0.42
1154,50,XZ,0.1,0.62,0.36
1154,100,XZ,0.15,0.65,0.4
1154,250,XZ,0.116,0.132,0.124
1154,500,XZ,0.086,0.13,0.108
1155,10,YZ,0.4,0.4,0.4
1155,25,YZ,0.28,0.24,0.26
1155,50,YZ,0.7,0.2,0.45
1155,100,YZ,0.13,0.17,0.15
1155,250,YZ,0.708,0.12,0.414
1155,500,YZ,0.668,0.096,0.382
1156,10,YZ,0.3,0.4,0.35
1156,25,YZ,0.2,0.2,0.2
1156,50,YZ,0.62,0.22,0.42
1156,100,YZ,0.17,0.16,0.165
1156,250,YZ,0.64,0.148,0.394
1156,500,YZ,0.684,0.09,0.387
1157,10,XY,0.3,0.3,0.3
1157,25,XY,0.52,0.24,0.38
1157,50,XY,0.18,0.18,0.18
1157,100,XY,0.71,0.17,0.44
1157,250,XY,0.156,0.608,0.382
1157,500,XY,0.094,0.608,0.351
1158,10,XZ,0.3,0.4,0.35
1158,25,XZ,0.28,0.56,0.42
1158,50,XZ,0.16,0.56,0.36
1158,100,XZ,0.16,0.65,0.405
1158,250,XZ,0.112,0.108,0.11
1158,500,XZ,0.082,0.146,0.114
1159,10,YZ,0.4,0.4,0.4
1159,25,YZ,0.24,0.24,0.24
1159,50,YZ,0.68,0.22,0.45
1159,100,YZ,0.16,0.18,0.17
1159,250,YZ,0.7,0.144,0.422
1159,500,YZ,0.706,0.004,0.355
1160,10,XY,0.4,0.3,0.35
1160,25,XY,0.52,0.2,0.36
1160,50,XY,0.2,0.18,0.19
1160,100,XY,0.7,0.17,0.435
1160,250,XY,0.124,0.58,0.352
1160,500,XY,0.106,0.612,0.359
1161,10,XY,0.3,0.3,0.3
1161,25,XY,0.52,0.16,0.34
1161,50,XY,0.14,0.14,0.14
1161,100,XY,0.64,0.22,0.43
1161,250,XY,0.096,0.628,0.362
1161,500,XY,0.118,0.684,0.401
1162,10,XY,0.3,0.3,0.3
1162,25,XY,0.52,0.28,0.4
1162,50,XY,0.18,0.2,0.19
1162,100,XY,0.71,0.17,0.44
1162,250,XY,0.172,0.56,0.366
1162,500,XY,0.082,0.572,0.327
1163,10,YZ,0.3,0.4,0.35
1163,25,YZ,0.2,0.2,0.2
1163,50,YZ,0.64,0.22,0.43
1163,100,YZ,0.17,0.17,0.17
1163,250,YZ,0.688,0.164,0.426
1163,500,YZ,0.664,0.082,0.373
1164,10,XZ,0.3,0.3,0.3
1164,25,XZ,0.32,0.56,0.44
1164,50,XZ,0.14,0.6,0.37
1164,100,XZ,0.14,0.67,0.405
1164,250,XZ,0.104,0.116,0.11
1164,500,XZ,0.098,0.156,0.127
1165,10,YZ,0.3,0.4,0.35
1165,25,YZ,0.16,0.2,0.18
1165,50,YZ,0.62,0.24,0.43
1165,100,YZ,0.18,0.17,0.175
1165,250,YZ,0.692,0.148,0.42
1165,500,YZ,0.688,0.078,0.383
1166,10,XZ,0.3,0.3,0.3
1166,25,XZ,0.2,0.6,0.4
1166,50,XZ,0.16,0.58,0.37
1166,100,XZ,0.16,0.65,0.405
1166,250,XZ,0.12,0.12,0.12
1166,500,XZ,0.102,0.136,0.119
1167,10,XZ,0.4,0.3,0.35
1167,25,XZ,0.24,0.52,0.38
1167,50,XZ,0.14,0.6,0.37
1167,100,XZ,0.13,0.69,0.41
1167,250,XZ,0.008,0.06,0.034
1167,500,XZ,0.128,0.144,0.136
1168,10,XY,0.3,0.3,0.3
1168,25,XY,0.48,0.2,0.34
1168,50,XY,0.16,0.16,0.16
1168,100,XY,0.68,0.19,0.435
1168,250,XY,0.12,0.648,0.384
1168,500,XY,0.1,0.606,0.353
1169,10,YZ,0.4,0.3,0.35
1169,25,YZ,0.2,0.24,0.22
1169,50,YZ,0.68,0.2,0.44
1169,100,YZ,0.14,0.18,0.16
1169,250,YZ,0.72,0.12,0.42
1169,500,YZ,0.634,0.084,0.359
1170,10,YZ,0.3,0.4,0.35
1170,25,YZ,0.2,0.16,0.18
1170,50,YZ,0.66,0.18,0.42
1170,100,YZ,0.17,0.17,0.17
1170,250,YZ,0.652,0.128,0.39
1170,500,YZ,0.69,0.084,0.387
1171,10,XY,0.3,0.3,0.3
1171,25,XY,0.52,0.16,0.34
1171,50,XY,0.18,0.18,0.18
1171,100,XY,0.69,0.18,0.435
1171,250,XY,0.136,0.588,0.362
1171,500,XY,0.092,0.676,0.384
1172,10,YZ,0.4,0.3,0.35
1172,25,YZ,0.2,0.2,0.2
1172,50,YZ,0.68,0.22,0.45
1172,100,YZ,0.15,0.15,0.15
1172,250,YZ,0.72,0.092,0.406
1172,500,YZ,0.676,0.082,0.379
1173,10,XY,0.4,0.3,0.35
1173,25,XY,0.52,0.16,0.34
1173,50,XY,0.18,0.18,0.18
1173,100,XY,0.68,0.18,0.43
1173,250,XY,0.128,0.584,0.356
1173,500,XY,0.106,0.66,0.383
1174,10,XY,0.4,0.3,0.35
1174,25,XY,0.48,0.24,0.36
1174,50,XY,0.18,0.16,0.17
1174,100,XY,0.66,0.2,0.43
1174,250,XY,0.104,0.616,0.36
1174,500,XY,0.118,0.642,0.38
1175,10,XY,0.3,0.4,0.35
1175,25,XY,0.44,0.16,0.3
1175,50,XY,0.14,0.16,0.15
1175,100,XY,0.63,0.21,0.42
1175,250,XY,0.144,0.652,0.398
1175,500,XY,0.09,0.644,0.367
1176,10,YZ,0.4,0.3,0.35
1176,25,YZ,0.16,0.16,0.16
1176,50,YZ,0.7,0.18,0.44
1176,100,YZ,0.15,0.15,0.15
1176,250,YZ,0.652,0.108,0.38
1176,500,YZ,0.618,0.094,0.356
1177,10,XY,0.3,0.3,0.3
1177,25,XY,0.44,0.16,0.3
1177,50,XY,0.16,0.18,0.17
1177,100,XY,0.67,0.18,0.425
1177,250,XY,0.176,0.564,0.37
1177,500,XY,0.088,0.64,0.364
1178,10,XZ,0.3,0.3,0.3
1178,25,XZ,0.28,0.52,0.4
1178,50,XZ,0.16,0.56,0.36
1178,100,XZ,0.13,0.68,0.405
1178,250,XZ,0.008,0.084,0.046
1178,500,XZ,0.114,0.152,0.133
1179,10,XY,0.3,0.4,0.35
1179,25,XY,0.48,0.24,0.36
1179,50,XY,0.16,0.16,0.16
1179,100,XY,0.67,0.2,0.435
1179,250,XY,0.128,0.612,0.37
1179,500,XY,0.116,0.672,0.394
1180,10,XZ,0.3,0.4,0.35
1180,25,XZ,0.24,0.56,0.4
1180,50,XZ,0.14,0.58,0.36
1180,100,XZ,0.15,0.66,0.405
1180,250,XZ,0.008,0.08,0.044
1180,500,XZ,0.14,0.188,0.164
1181,10,XZ,0.4,0.3,0.35
1181,25,XZ,0.24,0.56,0.4
1181,50,XZ,0.16,0.54,0.35
1181,100,XZ,0.14,0.67,0.405
1181,250,XZ,0.008,0.084,0.046
1181,500,XZ,0.102,0.126,0.114
1182,10,YZ,0.4,0.4,0.4
1182,25,YZ,0.24,0.24,0.24
1182,50,YZ,0.68,0.22,0.45
1182,100,YZ,0.11,0.17,0.14
1182,250,YZ,0.676,0.152,0.414
1182,500,YZ,0.658,0.088,0.373
1183,10,XY,0.4,0.3,0.35
1183,25,XY,0.44,0.16,0.3
1183,50,XY,0.16,0.18,0.17
1183,100,XY,0.68,0.19,0.435
1183,250,XY,0.156,0.62,0.388
1183,500,XY,0.086,0.644,0.365
1184,10,XZ,0.3,0.3,0.3
1184,25,XZ,0.24,0.6,0.42
1184,50,XZ,0.16,0.54,0.35
1184,100,XZ,0.15,0.65,0.4
1184,250,XZ,0.104,0.124,0.114
1184,500,XZ,0.108,0.152,0.13
1185,10,XZ,0.3,0.4,0.35
1185,25,XZ,0.24,0.56,0.4
1185,50,XZ,0.14,0.58,0.36
1185,100,XZ,0.16,0.66,0.41
1185,250,XZ,0.124,0.12,0.122
1185,500,XZ,0.084,0.144,0.114
1186,10,XY,0.3,0.3,0.3
1186,25,XY,0.56,0.24,0.4
1186,50,XY,0.18,0.18,0.18
1186,100,XY,0.71,0.17,0.44
1186,250,XY,0.108,0.604,0.356
1186,500,XY,0.114,0.654,0.384
1187,10,YZ,0.4,0.4,0.4
1187,25,YZ,0.24,0.24,0.24
1187,50,YZ,0.72,0.2,0.46
1187,100,YZ,0.18,0.18,0.18
1187,250,YZ,0.712,0.108,0.41
1187,500,YZ,0.624,0.09,0.357
1188,10,XZ,0.3,0.3,0.3
1188,25,XZ,0.28,0.6,0.44
1188,50,XZ,0.12,0.56,0.34
1188,100,XZ,0.15,0.64,0.395
1188,250,XZ,0.104,0.116,0.11
1188,500,XZ,0.004,0.106,0.055
1189,10,YZ,0.3,0.4,0.35
1189,25,YZ,0.24,0.24,0.24
1189,50,YZ,0.68,0.18,0.43
1189,100,YZ,0.15,0.15,0.15
1189,250,YZ,0.68,0.084,0.382
1189,500,YZ,0.676,0.102,0.389
1190,10,XZ,0.3,0.3,0.3
1190,25,XZ,0.24,0.56,0.4
1190,50,XZ,0.2,0.6,0.4
1190,100,XZ,0.17,0.64,0.405
1190,250,XZ,0.116,0.116,0.116
1190,500,XZ,0.092,0.124,0.108
1191,10,XY,0.5,0.3,0.4
1191,25,XY,0.52,0.16,0.34
1191,50,XY,0.18,0.18,0.18
1191,100,XY,0.67,0.19,0.43
1191,250,XY,0.128,0.58,0.354
1191,500,XY,0.12,0.636,0.378
1192,10,YZ,0.4,0.3,0.35
1192,25,YZ,0.24,0.2,0.22
1192,50,YZ,0.66,0.2,0.43
1192,100,YZ,0.17,0.16,0.165
1192,250,YZ,0.624,0.156,0.39
1192,500,YZ,0.672,0.086,0.379
1193,10,YZ,0.4,0.4,0.4
1193,25,YZ,0.2,0.24,0.22
1193,50,YZ,0.66,0.26,0.46
1193,100,YZ,0.17,0.18,0.175
1193,250,YZ,0.704,0.12,0.412
1193,500,YZ,0.68,0.004,0.342
1194,10,YZ,0.3,0.4,0.35
1194,25,YZ,0.2,0.2,0.2
1194,50,YZ,0.64,0.24,0.44
1194,100,YZ,0.19,0.13,0.16
1194,250,YZ,0.684,0.128,0.406
1194,500,YZ,0.684,0.088,0.386
1195,10,XZ,0.3,0.4,0.35
1195,25,XZ,0.28,0.52,0.4
1195,50,XZ,0.14,0.56,0.35
1195,100,XZ,0.16,0.66,0.41
1195,250,XZ,0.1,0.132,0.116
1195,500,XZ,0.112,0.18,0.146
1196,10,XZ,0.3,0.3,0.3
1196,25,XZ,0.28,0.56,0.42
1196,50,XZ,0.12,0.62,0.37
1196,100,XZ,0.16,0.65,0.405
1196,250,XZ,0.108,0.116,0.112
1196,500,XZ,0.1,0.17,0.135
1197,10,XZ,0.3,0.3,0.3
1197,25,XZ,0.28,0.52,0.4
1197,50,XZ,0.14,0.6,0.37
1197,100,XZ,0.14,0.67,0.405
1197,250,XZ,0.108,0.12,0.114
1197,500,XZ,0.102,0.12,0.111
1198,10,XY,0.3,0.3,0.3
1198,25,XY,0.6,0.2,0.4
1198,50,XY,0.16,0.2,0.18
1198,100,XY,0.69,0.18,0.435
1198,250,XY,0.136,0.604,0.37
1198,500,XY,0.094,0.606,0.35
1199,10,YZ,0.4,0.4,0.4
1199,25,YZ,0.2,0.2,0.2
1199,50,YZ,0.68,0.2,0.44
1199,100,YZ,0.17,0.17,0.17
1199,250,YZ,0.672,0.18,0.426
1199,500,YZ,0.7,0.004,0.352
1200,10,XY,0.3,0.4,0.35
1200,25,XY,0.48,0.24,0.36
1200,50,XY,0.16,0.18,0.17
1200,100,XY,0.72,0.17,0.445
1200,250,XY,0.124,0.624,0.374
1200,500,XY,0.098,0.638,0.368
1201,10,XY,0.4,0.4,0.4
1201,25,XY,0.48,0.16,0.32
1201,50,XY,0.18,0.18,0.18
1201,100,XY,0.68,0.19,0.435
1201,250,XY,0.136,0.584,0.36
1201,500,XY,0.1,0.678,0.389
1202,10,XZ,0.3,0.3,0.3
1202,25,XZ,0.24,0.56,0.4
1202,50,XZ,0.16,0.58,0.37
1202,100,XZ,0.15,0.67,0.41
1202,250,XZ,0.116,0.124,0.12
1202,500,XZ,0.098,0.138,0.118
1203,10,XY,0.3,0.3,0.3
1203,25,XY,0.52,0.24,0.38
1203,50,XY,0.16,0.16,0.16
1203,100,XY,0.71,0.17,0.44
1203,250,XY,0.096,0.624,0.36
1203,500,XY,0.118,0.628,0.373
1204,10,XY,0.3,0.3,0.3
1204,25,XY,0.52,0.16,0.34
1204,50,XY,0.2,0.2,0.2
1204,100,XY,0.7,0.18,0.44
1204,250,XY,0.132,0.596,0.364
1204,500,XY,0.1,0.656,0.378
1205,10,XY,0.3,0.3,0.3
1205,25,XY,0.48,0.2,0.34
1205,50,XY,0.18,0.18,0.18
1205,100,XY,0.7,0.18,0.44
1205,250,XY,0.16,0.62,0.39
1205,500,XY,0.092,0.606,0.349
1206,10,YZ,0.4,0.4,0.4
1206,25,YZ,0.28,0.24,0.26
1206,50,YZ,0.66,0.26,0.46
1206,100,YZ,0.11,0.17,0.14
1206,250,YZ,0.696,0.132,0.414
1206,500,YZ,0.648,0.094,0.371
1207,10,YZ,0.4,0.4,0.4
1207,25,YZ,0.24,0.32,0.28
1207,50,YZ,0.74,0.18,0.46
1207,100,YZ,0.14,0.15,0.145
1207,250,YZ,0.68,0.12,0.4
1207,500,YZ,0.646,0.08,0.363
1208,10,XZ,0.4,0.3,0.35
1208,25,XZ,0.28,0.56,0.42
1208,50,XZ,0.16,0.58,0.37
1208,100,XZ,0.18,0.63,0.405
1208,250,XZ,0.12,0.112,0.116
1208,500,XZ,0.086,0.156,0.121
1209,10,XY,0.3,0.4,0.35
1209,25,XY,0.6,0.2,0.4
1209,50,XY,0.14,0.18,0.16
1209,100,XY,0.68,0.19,0.435
1209,250,XY,0.108,0.62,0.364
1209,500,XY,0.108,0.644,0.376
1210,10,XY,0.4,0.3,0.35
1210,25,XY,0.48,0.16,0.32
1210,50,XY,0.16,0.18,0.17
1210,100,XY,0.67,0.19,0.43
1210,250,XY,0.12,0.648,0.384
1210,500,XY,0.104,0.674,0.389
1211,10,YZ,0.3,0.3,0.3
1211,25,YZ,0.24,0.24,0.24
1211,50,YZ,0.68,0.2,0.44
1211,100,YZ,0.16,0.15,0.155
1211,250,YZ,0.692,0.108,0.4
1211,500,YZ,0.626,0.098,0.362
1212,10,XY,0.3,0.3,0.3
1212,25,XY,0.48,0.2,0.34
1212,50,XY,0.18,0.14,0.16
1212,100,XY,0.72,0.17,0.445
1212,250,XY,0.132,0.656,0.394
1212,500,XY,0.096,0.626,0.361
1213,10,YZ,0.3,0.4,0.35
1213,25,YZ,0.24,0.24,0.24
1213,50,YZ,0.68,0.18,0.43
1213,100,YZ,0.17,0.16,0.165
1213,250,YZ,0.668,0.168,0.418
1213,500,YZ,0.696,0.004,0.35
1214,10,XZ,0.3,0.3,0.3
1214,25,XZ,0.24,0.6,0.42
1214,50,XZ,0.16,0.56,0.36
1214,100,XZ,0.17,0.64,0.405
1214,250,XZ,0.128,0.124,0.126
1214,500,XZ,0.094,0.138,0.116
1215,10,XZ,0.4,0.3,0.35
1215,25,XZ,0.24,0.52,0.38
1215,50,XZ,0.14,0.6,0.37
1215,100,XZ,0.15,0.65,0.4
1215,250,XZ,0.112,0.132,0.122
1215,500,XZ,0.114,0.134,0.124
1216,10,YZ,0.4,0.3,0.35
1216,25,YZ,0.28,0.24,0.26
1216,50,YZ,0.7,0.2,0.45
1216,100,YZ,0.17,0.16,0.165
1216,250,YZ,0.656,0.116,0.386
1216,500,YZ,0.598,0.106,0.352
1217,10,YZ,0.4,0.3,0.35
1217,25,YZ,0.24,0.24,0.24
1217,50,YZ,0.66,0.24,0.45
1217,100,YZ,0.16,0.16,0.16
1217,250,YZ,0.712,0.132,0.422
1217,500,YZ,0.738,0.004,0.371
1218,10,YZ,0.3,0.4,0.35
1218,25,YZ,0.2,0.2,0.2
1218,50,YZ,0.7,0.22,0.46
1218,100,YZ,0.14,0.17,0.155
1218,250,YZ,0.692,0.132,0.412
1218,500,YZ,0.672,0.086,0.379
1219,10,YZ,0.3,0.4,0.35
1219,25,YZ,0.2,0.16,0.18
1219,50,YZ,0.6,0.24,0.42
1219,100,YZ,0.18,0.15,0.165
1219,250,YZ,0.608,0.164,0.386
1219,500,YZ,0.65,0.092,0.371
1220,10,YZ,0.3,0.4,0.35
1220,25,YZ,0.2,0.24,0.22
1220,50,YZ,0.68,0.2,0.44
1220,100,YZ,0.16,0.16,0.16
1220,250,YZ,0.72,0.096,0.408
1220,500,YZ,0.636,0.1,0.368
1221,10,YZ,0.4,0.4,0.4
1221,25,YZ,0.16,0.16,0.16
1221,50,YZ,0.64,0.22,0.43
1221,100,YZ,0.18,0.16,0.17
1221,250,YZ,0.676,0.128,0.402
1221,500,YZ,0.692,0.078,0.385
1222,10,YZ,0.4,0.3,0.35
1222,25,YZ,0.24,0.2,0.22
1222,50,YZ,0.68,0.18,0.43
1222,100,YZ,0.17,0.16,0.165
1222,250,YZ,0.588,0.164,0.376
1222,500,YZ,0.668,0.1,0.384
1223,10,XZ,0.4,0.3,0.35
1223,25,XZ,0.24,0.56,0.4
1223,50,XZ,0.14,0.56,0.35
1223,100,XZ,0.15,0.66,0.405
1223,250,XZ,0.096,0.116,0.106
1223,500,XZ,0.1,0.118,0.109
1224,10,XY,0.4,0.3,0.35
1224,25,XY,0.44,0.16,0.3
1224,50,XY,0.18,0.16,0.17
1224,100,XY,0.7,0.19,0.445
1224,250,XY,0.152,0.628,0.39
1224,500,XY,0.094,0.624,0.359
1225,10,XY,0.3,0.4,0.35
1225,25,XY,0.52,0.16,0.34
1225,50,XY,0.18,0.16,0.17
1225,100,XY,0.69,0.18,0.435
1225,250,XY,0.12,0.592,0.356
1225,500,XY,0.116,0.648,0.382
1226,10,XY,0.3,0.2,0.25
1226,25,XY,0.48,0.16,0.32
1226,50,XY,0.18,0.18,0.18
1226,100,XY,0.69,0.17,0.43
1226,250,XY,0.136,0.576,0.356
1226,500,XY,0.108,0.668,0.388
1227,10,XZ,0.3,0.3,0.3
1227,25,XZ,0.28,0.52,0.4
1227,50,XZ,0.16,0.56,0.36
1227,100,XZ,0.16,0.64,0.4
1227,250,XZ,0.12,0.128,0.124
1227,500,XZ,0.084,0.132,0.108
1228,10,XZ,0.3,0.3,0.3
1228,25,XZ,0.28,0.52,0.4
1228,50,XZ,0.16,0.64,0.4
1228,100,XZ,0.15,0.67,0.41
1228,250,XZ,0.008,0.084,0.046
1228,500,XZ,0.1,0.166,0.133
1229,10,XY,0.3,0.4,0.35
1229,25,XY,0.48,0.16,0.32
1229,50,XY,0.18,0.18,0.18
1229,100,XY,0.73,0.16,0.445
1229,250,XY,0.104,0.604,0.354
1229,500,XY,0.114,0.69,0.402
1230,10,XZ,0.4,0.3,0.35
1230,25,XZ,0.24,0.56,0.4
1230,50,XZ,0.14,0.6,0.37
1230,100,XZ,0.15,0.66,0.405
1230,250,XZ,0.096,0.136,0.116
1230,500,XZ,0.126,0.146,0.136
1231,10,YZ,0.4,0.3,0.35
1231,25,YZ,0.2,0.2,0.2
1231,50,YZ,0.68,0.2,0.44
1231,100,YZ,0.17,0.18,0.175
1231,250,YZ,0.688,0.136,0.412
1231,500,YZ,0.71,0.004,0.357
1232,10,YZ,0.4,0.4,0.4
1232,25,YZ,0.16,0.2,0.18
1232,50,YZ,0.7,0.2,0.45
1232,100,YZ,0.11,0.16,0.135
1232,250,YZ,0.688,0.132,0.41
1232,500,YZ,0.692,0.004,0.348
1233,10,YZ,0.3,0.3,0.3
1233,25,YZ,0.2,0.2,0.2
1233,50,YZ,0.7,0.2,0.45
1233,100,YZ,0.15,0.15,0.15
1233,250,YZ,0.676,0.116,0.396
1233,500,YZ,0.624,0.092,0.358
1234,10,XY,0.3,0.3,0.3
1234,25,XY,0.52,0.24,0.38
1234,50,XY,0.16,0.18,0.17
1234,100,XY,0.72,0.17,0.445
1234,250,XY,0.104,0.596,0.35
1234,500,XY,0.112,0.652,0.382
1235,10,YZ,0.4,0.3,0.35
1235,25,YZ,0.24,0.2,0.22
1235,50,YZ,0.66,0.2,0.43
1235,100,YZ,0.16,0.16,0.16
1235,250,YZ,0.68,0.12,0.4
1235,500,YZ,0.698,0.082,0.39
1236,10,XZ,0.3,0.4,0.35
1236,25,XZ,0.24,0.56,0.4
1236,50,XZ,0.16,0.54,0.35
1236,100,XZ,0.16,0.65,0.405
1236,250,XZ,0.112,0.104,0.108
1236,500,XZ,0.004,0.098,0.051
1237,10,YZ,0.3,0.4,0.35
1237,25,YZ,0.16,0.2,0.18
1237,50,YZ,0.68,0.2,0.44
1237,100,YZ,0.15,0.16,0.155
1237,250,YZ,0.72,0.108,0.414
1237,500,YZ,0.676,0.084,0.38
1238,10,XY,0.3,0.3,0.3
1238,25,XY,0.52,0.16,0.34
1238,50,XY,0.16,0.16,0.16
1238,100,XY,0.69,0.17,0.43
1238,250,XY,0.136,0.588,0.362
1238,500,XY,0.114,0.642,0.378
1239,10,XZ,0.3,0.3,0.3
1239,25,XZ,0.24,0.6,0.42
1239,50,XZ,0.16,0.6,0.38
1239,100,XZ,0.17,0.65,0.41
1239,250,XZ,0.128,0.12,0.124
1239,500,XZ,0.088,0.162,0.125
1240,10,YZ,0.4,0.3,0.35
1240,25,YZ,0.24,0.2,0.22
1240,50,YZ,0.66,0.2,0.43
1240,100,YZ,0.2,0.17,0.185
1240,250,YZ,0.62,0.136,0.378
1240,500,YZ,0.632,0.094,0.363
1241,10,XZ,0.3,0.4,0.35
1241,25,XZ,0.2,0.56,0.38
1241,50,XZ,0.16,0.56,0.36
1241,100,XZ,0.14,0.64,0.39
1241,250,XZ,0.008,0.068,0.038
1241,500,XZ,0.1,0.118,0.109
1242,10,XZ,0.4,0.3,0.35
1242,25,XZ,0.2,0.64,0.42
1242,50,XZ,0.18,0.54,0.36
1242,100,XZ,0.15,0.66,0.405
1242,250,XZ,0.132,0.124,0.128
1242,500,XZ,0.082,0.162,0.122
1243,10,XZ,0.3,0.3,0.3
1243,25,XZ,0.24,0.6,0.42
1243,50,XZ,0.16,0.56,0.36
1243,100,XZ,0.16,0.64,0.4
1243,250,XZ,0.008,0.072,0.04
1243,500,XZ,0.082,0.128,0.105
1244,10,XZ,0.3,0.3,0.3
1244,25,XZ,0.28,0.52,0.4
1244,50,XZ,0.14,0.6,0.37
1244,100,XZ,0.16,0.63,0.395
1244,250,XZ,0.124,0.12,0.122
1244,500,XZ,0.084,0.126,0.105
1245,10,XY,0.3,0.3,0.3
1245,25,XY,0.52,0.2,0.36
1245,50,XY,0.18,0.18,0.18
1245,100,XY,0.73,0.17,0.45
1245,250,XY,0.104,0.612,0.358
1245,500,XY,0.116,0.664,0.39
1246,10,YZ,0.4,0.4,0.4
1246,25,YZ,0.16,0.2,0.18
1246,50,YZ,0.66,0.24,0.45
1246,100,YZ,0.17,0.18,0.175
1246,250,YZ,0.684,0.108,0.396
1246,500,YZ,0.6,0.104,0.352
1247,10,YZ,0.4,0.4,0.4
1247,25,YZ,0.2,0.2,0.2
1247,50,YZ,0.68,0.2,0.44
1247,100,YZ,0.14,0.18,0.16
1247,250,YZ,0.692,0.112,0.402
1247,500,YZ,0.642,0.104,0.373
1248,10,YZ,0.3,0.4,0.35
1248,25,YZ,0.24,0.28,0.26
1248,50,YZ,0.7,0.2,0.45
1248,100,YZ,0.17,0.15,0.16
1248,250,YZ,0.672,0.112,0.392
1248,500,YZ,0.622,0.11,0.366
1249,10,XZ,0.3,0.4,0.35
1249,25,XZ,0.24,0.56,0.4
1249,50,XZ,0.16,0.54,0.35
1249,100,XZ,0.14,0.68,0.41
1249,250,XZ,0.112,0.124,0.118
1249,500,XZ,0.106,0.136,0.121
1250,10,XY,0.3,0.3,0.3
1250,25,XY,0.52,0.16,0.34
1250,50,XY,0.12,0.16,0.14
1250,100,XY,0.66,0.21,0.435
1250,250,XY,0.12,0.68,0.4
1250,500,XY,0.1,0.672,0.386
1251,10,XZ,0.4,0.3,0.35
1251,25,XZ,0.28,0.52,0.4
1251,50,XZ,0.16,0.6,0.38
1251,100,XZ,0.15,0.64,0.395
1251,250,XZ,0.104,0.148,0.126
1251,500,XZ,0.106,0.134,0.12
1252,10,XZ,0.3,0.3,0.3
1252,25,XZ,0.28,0.52,0.4
1252,50,XZ,0.16,0.6,0.38
1252,100,XZ,0.15,0.65,0.4
1252,250,XZ,0.104,0.12,0.112
1252,500,XZ,0.09,0.144,0.117
1253,10,XY,0.3,0.4,0.35
1253,25,XY,0.44,0.2,0.32
1253,50,XY,0.18,0.18,0.18
1253,100,XY,0.69,0.19,0.44
1253,250,XY,0.1,0.6,0.35
1253,500,XY,0.114,0.668,0.391
1254,10,XY,0.3,0.3,0.3
1254,25,XY,0.56,0.24,0.4
1254,50,XY,0.16,0.18,0.17
1254,100,XY,0.69,0.19,0.44
1254,250,XY,0.096,0.608,0.352
1254,500,XY,0.11,0.662,0.386
1255,10,XZ,0.4,0.3,0.35
1255,25,XZ,0.24,0.6,0.42
1255,50,XZ,0.16,0.6,0.38
1255,100,XZ,0.17,0.64,0.405
1255,250,XZ,0.128,0.144,0.136
1255,500,XZ,0.106,0.17,0.138
1256,10,XZ,0.3,0.3,0.3
1256,25,XZ,0.28,0.56,0.42
1256,50,XZ,0.12,0.6,0.36
1256,100,XZ,0.15,0.65,0.4
1256,250,XZ,0.008,0.092,0.05
1256,500,XZ,0.004,0.112,0.058
1257,10,XZ,0.3,0.3,0.3
1257,25,XZ,0.28,0.56,0.42
1257,50,XZ,0.12,0.58,0.35
1257,100,XZ,0.14,0.68,0.41
1257,250,XZ,0.104,0.128,0.116
1257,500,XZ,0.1,0.166,0.133
1258,10,XY,0.4,0.3,0.35
1258,25,XY,0.52,0.16,0.34
1258,50,XY,0.18,0.18,0.18
1258,100,XY,0.68,0.18,0.43
1258,250,XY,0.14,0.588,0.364
1258,500,XY,0.102,0.664,0.383
1259,10,XY,0.3,0.3,0.3
1259,25,XY,0.44,0.12,0.28
1259,50,XY,0.16,0.18,0.17
1259,100,XY,0.66,0.2,0.43
1259,250,XY,0.16,0.592,0.376
1259,500,XY,0.088,0.654,0.371
1260,10,XY,0.3,0.3,0.3
1260,25,XY,0.52,0.16,0.34
1260,50,XY,0.18,0.18,0.18
1260,100,XY,0.73,0.16,0.445
1260,250,XY,0.136,0.596,0.366
1260,500,XY,0.1,0.658,0.379
1261,10,YZ,0.3,0.3,0.3
1261,25,YZ,0.24,0.24,0.24
1261,50,YZ,0.66,0.2,0.43
1261,100,YZ,0.17,0.17,0.17
1261,250,YZ,0.656,0.132,0.394
1261,500,YZ,0.666,0.094,0.38
1262,10,XZ,0.3,0.4,0.35
1262,25,XZ,0.24,0.52,0.38
1262,50,XZ,0.16,0.54,0.35
1262,100,XZ,0.17,0.62,0.395
1262,250,XZ,0.104,0.112,0.108
1262,500,XZ,0.004,0.094,0.049
1263,10,XZ,0.4,0.3,0.35
1263,25,XZ,0.24,0.6,0.42
1263,50,XZ,0.18,0.56,0.37
1263,100,XZ,0.16,0.66,0.41
1263,250,XZ,0.008,0.064,0.036
1263,500,XZ,0.098,0.15,0.124
