target_id,N,plane,inactive_fraction_q1,inactive_fraction_q2,inactive_fraction_mean
1039,100,XY,0.71,0.17,0.44
1039,250,XY,0.152,0.644,0.398
1039,500,XY,0.084,0.654,0.369
1040,10,XZ,0.3,0.3,0.3
1040,25,XZ,0.24,0.56,0.4
1040,50,XZ,0.16,0.68,0.42
1040,100,XZ,0.15,0.65,0.4
1040,250,XZ,0.008,0.068,0.038
1040,500,XZ,0.004,0.092,0.048
1041,10,XY,0.3,0.3,0.3
1041,25,XY,0.48,0.2,0.34
1041,50,XY,0.18,0.2,0.19
1041,100,XY,0.7,0.17,0.435
1041,250,XY,0.144,0.596,0.37
1041,500,XY,0.096,0.638,0.367
1042,10,YZ,0.4,0.3,0.35
1042,25,YZ,0.2,0.2,0.2
1042,50,YZ,0.64,0.2,0.42
1042,100,YZ,0.15,0.17,0.16
1042,250,YZ,0.704,0.156,0.43
1042,500,YZ,0.662,0.084,0.373
1043,10,YZ,0.4,0.3,0.35
1043,25,YZ,0.24,0.24,0.24
1043,50,YZ,0.68,0.2,0.44
1043,100,YZ,0.17,0.17,0.17
1043,250,YZ,0.664,0.128,0.396
1043,500,YZ,0.678,0.086,0.382
1044,10,YZ,0.4,0.3,0.35
1044,25,YZ,0.2,0.2,0.2
1044,50,YZ,0.68,0.2,0.44
1044,100,YZ,0.17,0.19,0.18
1044,250,YZ,0.632,0.124,0.378
1044,500,YZ,0.632,0.096,0.364
1045,10,XY,0.3,0.3,0.3
1045,25,XY,0.52,0.24,0.38
1045,50,XY,0.2,0.2,0.2
1045,100,XY,0.71,0.18,0.445
1045,250,XY,0.132,0.584,0.358
1045,500,XY,0.102,0.624,0.363
1046,10,XY,0.3,0.3,0.3
1046,25,XY,0.52,0.2,0.36
1046,50,XY,0.18,0.18,0.18
1046,100,XY,0.67,0.19,0.43
1046,250,XY,0.168,0.604,0.386
1046,500,XY,0.086,0.662,0.374
1047,10,XY,0.3,0.3,0.3
1047,25,XY,0.56,0.16,0.36
1047,50,XY,0.18,0.18,0.18
1047,100,XY,0.67,0.19,0.43
1047,250,XY,0.12,0.608,0.364
1047,500,XY,0.104,0.662,0.383
1048,10,XZ,0.3,0.4,0.35
1048,25,XZ,0.24,0.6,0.42
1048,50,XZ,0.18,0.6,0.39
1048,100,XZ,0.17,0.65,0.41
1048,250,XZ,0.116,0.132,0.124
1048,500,XZ,0.102,0.152,0.127
1049,10,XY,0.3,0.4,0.35
1049,25,XY,0.48,0.16,0.32
1049,50,XY,0.14,0.16,0.15
1049,100,XY,0.6,0.24,0.42
1049,250,XY,0.12,0.676,0.398
1049,500,XY,0.098,0.65,0.374
1050,10,YZ,0.3,0.3,0.3
1050,25,YZ,0.24,0.24,0.24
1050,50,YZ,0.68,0.2,0.44
1050,100,YZ,0.15,0.17,0.16
1050,250,YZ,0.716,0.1,0.408
1050,500,YZ,0.64,0.104,0.372
1051,10,XZ,0.4,0.3,0.35
1051,25,XZ,0.28,0.52,0.4
1051,50,XZ,0.16,0.58,0.37
1051,100,XZ,0.13,0.69,0.41
1051,250,XZ,0.1,0.136,0.118
1051,500,XZ,0.128,0.148,0.138
1052,10,XY,0.4,0.3,0.35
1052,25,XY,0.44,0.16,0.3
1052,50,XY,0.14,0.18,0.16
1052,100,XY,0.65,0.2,0.425
1052,250,XY,0.156,0.616,0.386
1052,500,XY,0.09,0.65,0.37
1053,10,XY,0.3,0.3,0.3
1053,25,XY,0.48,0.2,0.34
1053,50,XY,0.16,0.16,0.16
1053,100,XY,0.69,0.18,0.435
1053,250,XY,0.128,0.616,0.372
1053,500,XY,0.102,0.63,0.366
1054,10,XY,0.3,0.4,0.35
1054,25,XY,0.52,0.16,0.34
1054,50,XY,0.18,0.16,0.17
1054,100,XY,0.72,0.17,0.445
1054,250,XY,0.124,0.6,0.362
1054,500,XY,0.1,0.638,0.369
1055,10,XZ,0.3,0.4,0.35
1055,25,XZ,0.24,0.52,0.38
1055,50,XZ,0.18,0.6,0.39
1055,100,XZ,0.13,0.67,0.4
1055,250,XZ,0.1,0.124,0.112
1055,500,XZ,0.114,0.134,0.124
1056,10,YZ,0.4,0.4,0.4
1056,25,YZ,0.2,0.2,0.2
1056,50,YZ,0.66,0.22,0.44
1056,100,YZ,0.15,0.17,0.16
1056,250,YZ,0.684,0.168,0.426
1056,500,YZ,0.642,0.084,0.363
1057,10,XZ,0.3,0.3,0.3
1057,25,XZ,0.24,0.52,0.38
1057,50,XZ,0.14,0.54,0.34
1057,100,XZ,0.14,0.66,0.4
1057,250,XZ,0.104,0.14,0.122
1057,500,XZ,0.004,0.092,0.048
1058,10,YZ,0.4,0.4,0.4
1058,25,YZ,0.24,0.24,0.24
1058,50,YZ,0.72,0.2,0.46
1058,100,YZ,0.14,0.17,0.155
1058,250,YZ,0.688,0.124,0.406
1058,500,YZ,0.658,0.082,0.37
1059,10,XZ,0.3,0.3,0.3
1059,25,XZ,0.24,0.56,0.4
1059,50,XZ,0.14,0.6,0.37
1059,100,XZ,0.18,0.64,0.41
1059,250,XZ,0.008,0.068,0.038
1059,500,XZ,0.1,0.176,0.138
1060,10,XZ,0.3,0.3,0.3
1060,25,XZ,0.24,0.56,0.4
1060,50,XZ,0.14,0.58,0.36
1060,100,XZ,0.13,0.69,0.41
1060,250,XZ,0.008,0.06,0.034
1060,500,XZ,0.104,0.14,0.122
1061,10,XY,0.3,0.3,0.3
1061,25,XY,0.48,0.28,0.38
1061,50,XY,0.16,0.14,0.15
1061,100,XY,0.69,0.19,0.44
1061,250,XY,0.144,0.64,0.392
1061,500,XY,0.098,0.596,0.347
1062,10,XZ,0.4,0.3,0.35
1062,25,XZ,0.28,0.52,0.4
1062,50,XZ,0.14,0.56,0.35
1062,100,XZ,0.14,0.67,0.405
1062,250,XZ,0.108,0.136,0.122
1062,500,XZ,0.096,0.116,0.106
1063,10,XZ,0.3,0.3,0.3
1063,25,XZ,0.24,0.56,0.4
1063,50,XZ,0.14,0.56,0.35
1063,100,XZ,0.15,0.67,0.41
1063,250,XZ,0.1,0.116,0.108
1063,500,XZ,0.106,0.132,0.119
1064,10,XZ,0.3,0.4,0.35
1064,25,XZ,0.24,0.56,0.4
1064,50,XZ,0.14,0.62,0.38
1064,100,XZ,0.15,0.66,0.405
1064,250,XZ,0.008,0.06,0.034
1064,500,XZ,0.096,0.144,0.12
1065,10,YZ,0.3,0.4,0.35
1065,25,YZ,0.24,0.24,0.24
1065,50,YZ,0.66,0.22,0.44
1065,100,YZ,0.15,0.15,0.15
1065,250,YZ,0.696,0.084,0.39
1065,500,YZ,0.636,0.106,0.371
1066,10,YZ,0.4,0.4,0.4
1066,25,YZ,0.24,0.2,0.22
1066,50,YZ,0.68,0.24,0.46
1066,100,YZ,0.16,0.19,0.175
1066,250,YZ,0.684,0.128,0.406
1066,500,YZ,0.638,0.09,0.364
1067,10,YZ,0.3,0.4,0.35
1067,25,YZ,0.2,0.2,0.2
1067,50,YZ,0.64,0.22,0.43
1067,100,YZ,0.17,0.16,0.165
1067,250,YZ,0.68,0.128,0.404
1067,500,YZ,0.698,0.096,0.397
1068,10,XY,0.3,0.3,0.3
1068,25,XY,0.48,0.16,0.32
1068,50,XY,0.18,0.18,0.18
1068,100,XY,0.68,0.19,0.435
1068,250,XY,0.16,0.612,0.386
1068,500,XY,0.088,0.634,0.361
1069,10,XY,0.3,0.3,0.3
1069,25,XY,0.48,0.24,0.36
1069,50,XY,0.14,0.16,0.15
1069,100,XY,0.66,0.2,0.43
1069,250,XY,0.124,0.636,0.38
1069,500,XY,0.094,0.642,0.368
1070,10,XY,0.4,0.3,0.35
1070,25,XY,0.48,0.16,0.32
1070,50,XY,0.18,0.18,0.18
1070,100,XY,0.69,0.19,0.44
1070,250,XY,0.124,0.632,0.378
1070,500,XY,0.106,0.648,0.377
1071,10,YZ,0.3,0.4,0.35
1071,25,YZ,0.12,0.16,0.14
1071,50,YZ,0.64,0.2,0.42
1071,100,YZ,0.18,0.16,0.17
1071,250,YZ,0.728,0.112,0.42
1071,500,YZ,0.696,0.074,0.385
1072,10,YZ,0.4,0.3,0.35
1072,25,YZ,0.2,0.2,0.2
1072,50,YZ,0.7,0.2,0.45
1072,100,YZ,0.19,0.17,0.18
1072,250,YZ,0.712,0.092,0.402
1072,500,YZ,0.64,0.088,0.364
1073,10,XZ,0.4,0.3,0.35
1073,25,XZ,0.24,0.52,0.38
1073,50,XZ,0.16,0.58,0.37
1073,100,XZ,0.16,0.65,0.405
1073,250,XZ,0.112,0.128,0.12
1073,500,XZ,0.106,0.15,0.128
1074,10,XZ,0.3,0.3,0.3
1074,25,XZ,0.28,0.48,0.38
1074,50,XZ,0.12,0.6,0.36
1074,100,XZ,0.14,0.66,0.4
1074,250,XZ,0.104,0.132,0.118
1074,500,XZ,0.004,0.102,0.053
1075,10,XZ,0.3,0.3,0.3
1075,25,XZ,0.28,0.48,0.38
1075,50,XZ,0.16,0.58,0.37
1075,100,XZ,0.14,0.66,0.4
1075,250,XZ,0.12,0.144,0.132
1075,500,XZ,0.1,0.15,0.125
1076,10,XZ,0.3,0.3,0.3
1076,25,XZ,0.28,0.48,0.38
1076,50,XZ,0.14,0.58,0.36
1076,100,XZ,0.13,0.7,0.415
1076,250,XZ,0.1,0.116,0.108
1076,500,XZ,0.106,0.162,0.134
1077,10,YZ,0.4,0.3,0.35
1077,25,YZ,0.24,0.24,0.24
1077,50,YZ,0.66,0.2,0.43
1077,100,YZ,0.18,0.15,0.165
1077,250,YZ,0.64,0.148,0.394
1077,500,YZ,0.668,0.092,0.38
1078,10,XY,0.3,0.4,0.35
1078,25,XY,0.48,0.2,0.34
1078,50,XY,0.16,0.16,0.16
1078,100,XY,0.71,0.17,0.44
1078,250,XY,0.132,0.612,0.372
1078,500,XY,0.11,0.672,0.391
1079,10,YZ,0.3,0.4,0.35
1079,25,YZ,0.24,0.24,0.24
1079,50,YZ,0.7,0.2,0.45
1079,100,YZ,0.18,0.17,0.175
1079,250,YZ,0.672,0.104,0.388
1079,500,YZ,0.688,0.094,0.391
1080,10,XY,0.4,0.3,0.35
1080,25,XY,0.52,0.24,0.38
1080,50,XY,0.18,0.18,0.18
1080,100,XY,0.66,0.2,0.43
1080,250,XY,0.172,0.592,0.382
1080,500,XY,0.082,0.658,0.37
1081,10,YZ,0.4,0.3,0.35
1081,25,YZ,0.2,0.2,0.2
1081,50,YZ,0.66,0.2,0.43
1081,100,YZ,0.2,0.16,0.18
1081,250,YZ,0.676,0.136,0.406
1081,500,YZ,0.65,0.082,0.366
1082,10,XY,0.4,0.3,0.35
1082,25,XY,0.44,0.16,0.3
1082,50,XY,0.16,0.14,0.15
1082,100,XY,0.7,0.18,0.44
1082,250,XY,0.12,0.648,0.384
1082,500,XY,0.098,0.664,0.381
1083,10,XZ,0.3,0.3,0.3
1083,25,XZ,0.24,0.6,0.42
1083,50,XZ,0.16,0.56,0.36
1083,100,XZ,0.15,0.65,0.4
1083,250,XZ,0.008,0.068,0.038
1083,500,XZ,0.004,0.104,0.054
1084,10,YZ,0.4,0.4,0.4
1084,25,YZ,0.24,0.16,0.2
1084,50,YZ,0.7,0.2,0.45
1084,100,YZ,0.15,0.17,0.16
1084,250,YZ,0.704,0.144,0.424
1084,500,YZ,0.644,0.09,0.367
1085,10,YZ,0.4,0.3,0.35
1085,25,YZ,0.24,0.24,0.24
1085,50,YZ,0.66,0.2,0.43
1085,100,YZ,0.11,0.17,0.14
1085,250,YZ,0.72,0.12,0.42
1085,500,YZ,0.682,0.092,0.387
1086,10,XZ,0.4,0.3,0.35
1086,25,XZ,0.24,0.56,0.4
1086,50,XZ,0.14,0.62,0.38
1086,100,XZ,0.13,0.67,0.4
1086,250,XZ,0.008,0.072,0.04
1086,500,XZ,0.112,0.116,0.114
1087,10,YZ,0.4,0.3,0.35
1087,25,YZ,0.2,0.2,0.2
1087,50,YZ,0.68,0.2,0.44
1087,100,YZ,0.14,0.18,0.16
1087,250,YZ,0.708,0.104,0.406
1087,500,YZ,0.678,0.11,0.394
1088,10,XY,0.3,0.4,0.35
1088,25,XY,0.48,0.16,0.32
1088,50,XY,0.16,0.16,0.16
1088,100,XY,0.65,0.2,0.425
1088,250,XY,0.136,0.6,0.368
1088,500,XY,0.1,0.662,0.381
1089,10,XZ,0.3,0.3,0.3
1089,25,XZ,0.28,0.56,0.42
1089,50,XZ,0.14,0.58,0.36
1089,100,XZ,0.14,0.67,0.405
1089,250,XZ,0.128,0.136,0.132
1089,500,XZ,0.094,0.162,0.128
1090,10,XZ,0.2,0.2,0.2
1090,25,XZ,0.28,0.56,0.42
1090,50,XZ,0.16,0.56,0.36
1090,100,XZ,0.15,0.67,0.41
1090,250,XZ,0.108,0.116,0.112
1090,500,XZ,0.004,0.106,0.055
1091,10,YZ,0.3,0.4,0.35
1091,25,YZ,0.28,0.28,0.28
1091,50,YZ,0.68,0.2,0.44
1091,100,YZ,0.17,0.16,0.165
1091,250,YZ,0.64,0.12,0.38
1091,500,YZ,0.62,0.092,0.356
1092,10,XZ,0.4,0.3,0.35
1092,25,XZ,0.24,0.56,0.4
1092,50,XZ,0.16,0.6,0.38
1092,100,XZ,0.16,0.65,0.405
1092,250,XZ,0.12,0.116,0.118
1092,500,XZ,0.08,0.136,0.108
1093,10,XZ,0.4,0.3,0.35
1093,25,XZ,0.28,0.56,0.42
1093,50,XZ,0.12,0.6,0.36
1093,100,XZ,0.13,0.67,0.4
1093,250,XZ,0.092,0.128,0.11
1093,500,XZ,0.122,0.13,0.126
1094,10,YZ,0.4,0.3,0.35
1094,25,YZ,0.24,0.24,0.24
1094,50,YZ,0.72,0.18,0.45
1094,100,YZ,0.13,0.17,0.15
1094,250,YZ,0.704,0.132,0.418
1094,500,YZ,0.7,0.004,0.352
1095,10,XZ,0.2,0.2,0.2
1095,25,XZ,0.28,0.56,0.42
1095,50,XZ,0.16,0.56,0.36
1095,100,XZ,0.14,0.68,0.41
1095,250,XZ,0.008,0.108,0.058
1095,500,XZ,0.11,0.15,0.13
1096,10,XZ,0.3,0.4,0.35
1096,25,XZ,0.28,0.52,0.4
1096,50,XZ,0.14,0.56,0.35
1096,100,XZ,0.12,0.71,0.415
1096,250,XZ,0.084,0.136,0.11
1096,500,XZ,0.13,0.004,0.067
1097,10,YZ,0.3,0.3,0.3
1097,25,YZ,0.24,0.24,0.24
1097,50,YZ,0.64,0.24,0.44
1097,100,YZ,0.19,0.17,0.18
1097,250,YZ,0.688,0.128,0.408
1097,500,YZ,0.692,0.092,0.392
1098,10,XZ,0.4,0.3,0.35
1098,25,XZ,0.2,0.6,0.4
1098,50,XZ,0.16,0.56,0.36
1098,100,XZ,0.13,0.65,0.39
1098,250,XZ,0.008,0.068,0.038
1098,500,XZ,0.1,0.122,0.111
1099,10,YZ,0.3,0.4,0.35
1099,25,YZ,0.24,0.24,0.24
1099,50,YZ,0.66,0.22,0.44
1099,100,YZ,0.17,0.17,0.17
1099,250,YZ,0.664,0.108,0.386
1099,500,YZ,0.66,0.108,0.384
1100,10,XZ,0.3,0.3,0.3
1100,25,XZ,0.24,0.56,0.4
1100,50,XZ,0.16,0.58,0.37
1100,100,XZ,0.16,0.63,0.395
1100,250,XZ,0.128,0.148,0.138
1100,500,XZ,0.092,0.13,0.111
1101,10,XY,0.3,0.3,0.3
1101,25,XY,0.56,0.28,0.42
1101,50,XY,0.16,0.16,0.16
1101,100,XY,0.68,0.18,0.43
1101,250,XY,0.116,0.64,0.378
1101,500,XY,0.094,0.628,0.361
1102,10,YZ,0.4,0.3,0.35
1102,25,YZ,0.16,0.16,0.16
1102,50,YZ,0.66,0.2,0.43
1102,100,YZ,0.16,0.16,0.16
1102,250,YZ,0.688,0.144,0.416
1102,500,YZ,0.7,0.082,0.391
1103,10,XZ,0.4,0.3,0.35
1103,25,XZ,0.28,0.52,0.4
1103,50,XZ,0.2,0.58,0.39
1103,100,XZ,0.14,0.67,0.405
1103,250,XZ,0.008,0.084,0.046
1103,500,XZ,0.098,0.138,0.118
1104,10,XY,0.3,0.4,0.35
1104,25,XY,0.52,0.28,0.4
1104,50,XY,0.16,0.18,0.17
1104,100,XY,0.71,0.17,0.44
1104,250,XY,0.104,0.592,0.348
1104,500,XY,0.114,0.63,0.372
1105,10,XZ,0.3,0.3,0.3
1105,25,XZ,0.28,0.52,0.4
1105,50,XZ,0.12,0.6,0.36
1105,100,XZ,0.15,0.64,0.395
1105,250,XZ,0.112,0.116,0.114
1105,500,XZ,0.142,0.004,0.073
1106,10,XZ,0.3,0.4,0.35
1106,25,XZ,0.2,0.56,0.38
1106,50,XZ,0.18,0.56,0.37
1106,100,XZ,0.15,0.66,0.405
1106,250,XZ,0.008,0.064,0.036
1106,500,XZ,0.098,0.142,0.12
1107,10,XZ,0.2,0.3,0.25
1107,25,XZ,0.24,0.6,0.42
1107,50,XZ,0.14,0.56,0.35
1107,100,XZ,0.16,0.64,0.4
1107,250,XZ,0.008,0.044,0.026
1107,500,XZ,0.094,0.134,0.114
1108,10,YZ,0.3,0.3,0.3
1108,25,YZ,0.2,0.2,0.2
1108,50,YZ,0.72,0.16,0.44
1108,100,YZ,0.17,0.15,0.16
1108,250,YZ,0.648,0.12,0.384
1108,500,YZ,0.65,0.086,0.368
1109,10,XY,0.4,0.3,0.35
1109,25,XY,0.52,0.2,0.36
1109,50,XY,0.18,0.18,0.18
1109,100,XY,0.7,0.18,0.44
1109,250,XY,0.14,0.648,0.394
1109,500,XY,0.1,0.65,0.375
1110,10,YZ,0.4,0.4,0.4
1110,25,YZ,0.16,0.16,0.16
1110,50,YZ,0.68,0.2,0.44
1110,100,YZ,0.17,0.16,0.165
1110,250,YZ,0.672,0.112,0.392
1110,500,YZ,0.71,0.004,0.357
1111,10,XZ,0.3,0.3,0.3
1111,25,XZ,0.28,0.6,0.44
1111,50,XZ,0.14,0.56,0.35
1111,100,XZ,0.16,0.61,0.385
1111,250,XZ,0.108,0.116,0.112
1111,500,XZ,0.088,0.124,0.106
1112,10,YZ,0.3,0.4,0.35
1112,25,YZ,0.2,0.2,0.2
1112,50,YZ,0.66,0.22,0.44
1112,100,YZ,0.18,0.18,0.18
1112,250,YZ,0.7,0.14,0.42
1112,500,YZ,0.646,0.078,0.362
1113,10,XZ,0.4,0.3,0.35
1113,25,XZ,0.24,0.6,0.42
1113,50,XZ,0.14,0.56,0.35
1113,100,XZ,0.15,0.64,0.395
1113,250,XZ,0.096,0.116,0.106
1113,500,XZ,0.102,0.11,0.106
1114,10,YZ,0.4,0.3,0.35
1114,25,YZ,0.24,0.24,0.24
1114,50,YZ,0.68,0.22,0.45
1114,100,YZ,0.14,0.16,0.15
1114,250,YZ,0.648,0.12,0.384
1114,500,YZ,0.664,0.104,0.384
1115,10,XZ,0.3,0.3,0.3
1115,25,XZ,0.24,0.6,0.42
1115,50,XZ,0.16,0.56,0.36
1115,100,XZ,0.13,0.67,0.4
1115,250,XZ,0.092,0.12,0.106
1115,500,XZ,0.14,0.004,0.072
1116,10,YZ,0.4,0.4,0.4
1116,25,YZ,0.24,0.24,0.24
1116,50,YZ,0.68,0.2,0.44
1116,100,YZ,0.11,0.16,0.135
1116,250,YZ,0.704,0.14,0.422
1116,500,YZ,0.638,0.096,0.367
1117,10,XZ,0.4,0.3,0.35
1117,25,XZ,0.24,0.56,0.4
1117,50,XZ,0.16,0.58,0.37
1117,100,XZ,0.16,0.65,0.405
1117,250,XZ,0.12,0.132,0.126
1117,500,XZ,0.092,0.118,0.105
1118,10,XY,0.3,0.3,0.3
1118,25,XY,0.56,0.24,0.4
1118,50,XY,0.16,0.18,0.17
1118,100,XY,0.71,0.17,0.44
1118,250,XY,0.124,0.624,0.374
1118,500,XY,0.098,0.636,0.367
1119,10,XZ,0.3,0.3,0.3
1119,25,XZ,0.28,0.56,0.42
1119,50,XZ,0.1,0.62,0.36
1119,100,XZ,0.16,0.63,0.395
1119,250,XZ,0.12,0.12,0.12
1119,500,XZ,0.128,0.004,0.066
1120,10,YZ,0.4,0.3,0.35
1120,25,YZ,0.24,0.24,0.24
1120,50,YZ,0.7,0.2,0.45
1120,100,YZ,0.16,0.16,0.16
1120,250,YZ,0.676,0.108,0.392
1120,500,YZ,0.672,0.094,0.383
1121,10,XZ,0.3,0.3,0.3
1121,25,XZ,0.28,0.6,0.44
1121,50,XZ,0.14,0.58,0.36
1121,100,XZ,0.17,0.64,0.405
1121,250,XZ,0.008,0.096,0.052
1121,500,XZ,0.092,0.148,0.12
1122,10,XZ,0.3,0.4,0.35
1122,25,XZ,0.24,0.64,0.44
1122,50,XZ,0.16,0.56,0.36
1122,100,XZ,0.14,0.68,0.41
1122,250,XZ,0.008,0.088,0.048
1122,500,XZ,0.094,0.162,0.128
1123,10,XY,0.3,0.3,0.3
1123,25,XY,0.52,0.2,0.36
1123,50,XY,0.16,0.16,0.16
1123,100,XY,0.71,0.18,0.445
1123,250,XY,0.112,0.596,0.354
1123,500,XY,0.116,0.682,0.399
1124,10,XZ,0.4,0.3,0.35
1124,25,XZ,0.28,0.52,0.4
1124,50,XZ,0.14,0.56,0.35
1124,100,XZ,0.14,0.64,0.39
1124,250,XZ,0.008,0.084,0.046
1124,500,XZ,0.092,0.134,0.113
1125,10,XY,0.3,0.3,0.3
1125,25,XY,0.48,0.2,0.34
1125,50,XY,0.16,0.16,0.16
1125,100,XY,0.69,0.18,0.435
1125,250,XY,0.12,0.636,0.378
1125,500,XY,0.098,0.62,0.359
1126,10,XZ,0.2,0.3,0.25
1126,25,XZ,0.28,0.52,0.4
1126,50,XZ,0.16,0.58,0.37
1126,100,XZ,0.14,0.68,0.41
1126,250,XZ,0.108,0.124,0.116
1126,500,XZ,0.104,0.142,0.123
1127,10,YZ,0.4,0.3,0.35
1127,25,YZ,0.24,0.24,0.24
1127,50,YZ,0.72,0.18,0.45
1127,100,YZ,0.18,0.17,0.175
1127,250,YZ,0.724,0.1,0.412
1127,500,YZ,0.626,0.08,0.353
1128,10,YZ,0.3,0.4,0.35
1128,25,YZ,0.2,0.2,0.2
1128,50,YZ,0.62,0.22,0.42
1128,100,YZ,0.17,0.15,0.16
1128,250,YZ,0.672,0.132,0.402
1128,500,YZ,0.656,0.084,0.37
1129,10,XZ,0.2,0.3,0.25
1129,25,XZ,0.24,0.64,0.44
1129,50,XZ,0.16,0.6,0.38
1129,100,XZ,0.16,0.65,0.405
1129,250,XZ,0.12,0.12,0.12
1129,500,XZ,0.1,0.14,0.12
1130,10,XY,0.3,0.3,0.3
1130,25,XY,0.44,0.16,0.3
1130,50,XY,0.16,0.16,0.16
1130,100,XY,0.66,0.2,0.43
1130,250,XY,0.136,0.576,0.356
1130,500,XY,0.108,0.634,0.371
1131,10,YZ,0.4,0.3,0.35
1131,25,YZ,0.2,0.2,0.2
1131,50,YZ,0.66,0.2,0.43
1131,100,YZ,0.15,0.17,0.16
1131,250,YZ,0.688,0.16,0.424
1131,500,YZ,0.708,0.004,0.356
1132,10,XZ,0.3,0.3,0.3
1132,25,XZ,0.28,0.56,0.42
1132,50,XZ,0.12,0.6,0.36
1132,100,XZ,0.16,0.64,0.4
1132,250,XZ,0.104,0.116,0.11
1132,500,XZ,0.136,0.004,0.07
1133,10,XZ,0.4,0.3,0.35
1133,25,XZ,0.28,0.52,0.4
1133,50,XZ,0.14,0.6,0.37
1133,100,XZ,0.15,0.66,0.405
1133,250,XZ,0.096,0.12,0.108
1133,500,XZ,0.004,0.068,0.036
1134,10,YZ,0.3,0.4,0.35
1134,25,YZ,0.2,0.2,0.2
1134,50,YZ,0.6,0.24,0.42
1134,100,YZ,0.19,0.17,0.18
1134,250,YZ,0.716,0.136,0.426
1134,500,YZ,0.666,0.084,0.375
1135,10,XZ,0.3,0.4,0.35
1135,25,XZ,0.24,0.56,0.4
1135,50,XZ,0.14,0.54,0.34
1135,100,XZ,0.15,0.65,0.4
1135,250,XZ,0.092,0.116,0.104
1135,500,XZ,0.096,0.124,0.11
1136,10,YZ,0.3,0.3,0.3
1136,25,YZ,0.2,0.2,0.2
1136,50,YZ,0.66,0.2,0.43
1136,100,YZ,0.15,0.15,0.15
1136,250,YZ,0.644,0.128,0.386
1136,500,YZ,0.686,0.08,0.383
1137,10,XZ,0.3,0.3,0.3
1137,25,XZ,0.32,0.56,0.44
1137,50,XZ,0.14,0.56,0.35
1137,100,XZ,0.14,0.66,0.4
1137,250,XZ,0.1,0.152,0.126
1137,500,XZ,0.104,0.126,0.115
1138,10,XZ,0.3,0.3,0.3
1138,25,XZ,0.28,0.52,0.4
1138,50,XZ,0.14,0.56,0.35
1138,100,XZ,0.15,0.64,0.395
1138,250,XZ,0.108,0.116,0.112
1138,500,XZ,0.092,0.122,0.107
1139,10,XY,0.3,0.3,0.3
1139,25,XY,0.44,0.16,0.3
1139,50,XY,0.14,0.14,0.14
1139,100,XY,0.69,0.19,0.44
1139,250,XY,0.112,0.656,0.384
1139,500,XY,0.102,0.658,0.38
1140,10,XZ,0.3,0.4,0.35
1140,25,XZ,0.32,0.52,0.42
1140,50,XZ,0.12,0.58,0.35
1140,100,XZ,0.14,0.69,0.415
1140,250,XZ,0.108,0.124,0.116
1140,500,XZ,0.118,0.004,0.061
1141,10,XY,0.4,0.3,0.35
1141,25,XY,0.48,0.28,0.38
1141,50,XY,0.18,0.16,0.17
1141,100,XY,0.69,0.18,0.435
1141,250,XY,0.116,0.62,0.368
1141,500,XY,0.108,0.626,0.367
1142,10,YZ,0.3,0.4,0.35
1142,25,YZ,0.24,0.2,0.22
1142,50,YZ,0.72,0.18,0.45
1142,100,YZ,0.15,0.18,0.165
1142,250,YZ,0.712,0.104,0.408
1142,500,YZ,0.642,0.106,0.374
1143,10,YZ,0.3,0.4,0.35
1143,25,YZ,0.24,0.24,0.24
1143,50,YZ,0.66,0.22,0.44
1143,100,YZ,0.19,0.16,0.175
1143,250,YZ,0.652,0.124,0.388
1143,500,YZ,0.692,0.08,0.386
1144,10,YZ,0.4,0.4,0.4
1144,25,YZ,0.24,0.24,0.24
1144,50,YZ,0.72,0.18,0.45
1144,100,YZ,0.15,0.15,0.15
1144,250,YZ,0.648,0.104,0.376
1144,500,YZ,0.63,0.104,0.367
1145,10,XZ,0.4,0.3,0.35
1145,25,XZ,0.24,0.56,0.4
1145,50,XZ,0.18,0.54,0.36
1145,100,XZ,0.15,0.66,0.405
1145,250,XZ,0.088,0.124,0.106
1145,500,XZ,0.104,0.124,0.114
1146,10,XY,0.3,0.3,0.3
1146,25,XY,0.44,0.2,0.32
1146,50,XY,0.16,0.18,0.17
1146,100,XY,0.67,0.2,0.435
1146,250,XY,0.124,0.672,0.398
1146,500,XY,0.1,0.652,0.376
1147,10,XY,0.4,0.3,0.35
1147,25,XY,0.48,0.16,0.32
1147,50,XY,0.2,0.2,0.2
1147,100,XY,0.68,0.18,0.43
1147,250,XY,0.152,0.596,0.374
1147,500,XY,0.08,0.662,0.371
1148,10,YZ,0.4,0.3,0.35
1148,25,YZ,0.2,0.2,0.2
1148,50,YZ,0.7,0.2,0.45
1148,100,YZ,0.17,0.18,0.175
1148,250,YZ,0.704,0.148,0.426
1148,500,YZ,0.664,0.084,0.374
1149,10,XZ,0.3,0.3,0.3
1149,25,XZ,0.28,0.48,0.38
1149,50,XZ,0.16,0.58,0.37
1149,100,XZ,0.16,0.66,0.41
1149,250,XZ,0.112,0.12,0.116
1149,500,XZ,0.096,0.166,0.131
1150,10,XY,0.3,0.4,0.35
1150,25,XY,0.52,0.2,0.36
1150,50,XY,0.16,0.18,0.17
1150,100,XY,0.69,0.19,0.44
1150,250,XY,0.1,0.644,0.372
1150,500,XY,0.118,0.68,0.399
1151,10,XZ,0.3,0.4,0.35
1151,25,XZ,0.24,0.56,0.4
1151,50,XZ,0.14,0.58,0.36
