method,N,drift_level,final_fidelity_mean,final_fidelity_std,final_fidelity_count,tracking_fidelity_mean,tracking_fidelity_std,tracking_fidelity_count,final_fidelity_ci95,tracking_fidelity_ci95
ZX_interleaved,50,0.01,0.7627415329657994,0.17531943490422047,240,0.7419200897478538,0.16192352079066802,240,0.02218096888725101,0.0204861519131299
ZX_interleaved,100,0.0,0.759968355905806,0.1937243499601608,240,0.7509723960905067,0.17557621232708473,240,0.024509511917584964,0.0222134557135439
ZX_interleaved,100,0.0025,0.747037640057549,0.21016558784868233,240,0.7402796425652927,0.19067048905774694,240,0.026589615508338726,0.024123145205306663
ZX_interleaved,100,0.005,0.7606374925081126,0.19190603572498033,240,0.7554187274488572,0.1644294813025272,240,0.02427946342638479,0.02080319966186691
ZX_interleaved,100,0.01,0.7098518739255646,0.19579472365494874,240,0.7364273106594357,0.16853227034183865,240,0.024771450330369392,0.021322274093527264
ZX_interleaved,250,0.0,0.7479330103945494,0.19704682592125983,240,0.7455128050517575,0.1867419614591544,240,0.024929863123724992,0.0236261178878008
ZX_interleaved,250,0.0025,0.7291545840764885,0.21729972635299394,240,0.7488496843368233,0.1890132705843547,240,0.02749220856248543,0.02391347814005646
ZX_interleaved,250,0.005,0.7001104971841791,0.21526425140504168,240,0.7491874325922053,0.17640781587035648,240,0.027234685450367408,0.022318668078219358
ZX_interleaved,250,0.01,0.6080555121604686,0.21327331767211327,240,0.6807595811670464,0.16419171556187198,240,0.026982797579460288,0.02077311814524094
Z_only,10,0.0,0.6594374070054336,0.20108770756550592,240,0.6230197366634244,0.17469750646064425,240,0.025441105189255565,0.022102284082770568
Z_only,10,0.0025,0.6625208097187262,0.2085755800501966,240,0.6107161408807543,0.17807744482924287,240,0.026388451766692137,0.022529905286521705
Z_only,10,0.005,0.6658764874180803,0.2026053885542961,240,0.6188759836802259,0.17363145587185522,240,0.025633118326940606,0.021967410074335145
Z_only,10,0.01,0.6708210748013992,0.2094618738797398,240,0.6160000579240098,0.17783974590504115,240,0.026500583407253264,0.022499832223343445
Z_only,25,0.0,0.704299105835538,0.19443669700133492,240,0.6783821689118531,0.17704664355550714,240,0.024599636253006426,0.022399490931751725
Z_only,25,0.0025,0.6682215323220018,0.20650647223833293,240,0.6437897977331402,0.18603195993192206,240,0.02612667351019485,0.023536290300836215
Z_only,25,0.005,0.6660128011701217,0.21000592669436366,240,0.6428786010863757,0.19805007699129532,240,0.026569415585276118,0.025056791896811193
Z_only,25,0.01,0.6782142100781228,0.20424438416916982,240,0.6610410724253628,0.19220441237072433,240,0.025840479882490427,0.024317213280527005
Z_only,50,0.0,0.6758488775161502,0.20965987227193222,240,0.6635683014981364,0.19737660926480421,240,0.026525633660120812,0.024971586473373525
Z_only,50,0.0025,0.6790363237358007,0.19708999253535234,240,0.6702043515353232,0.18645131778592358,240,0.024935324453923078,0.023589346389668087
Z_only,50,0.005,0.6608672979144206,0.21189149087472864,240,0.6544161227130114,0.20215997186465726,240,0.02680797236845557,0.0255767653405182
Z_only,50,0.01,0.6658783906141169,0.2205939446445695,240,0.6683031370490959,0.19889764658515927,240,0.027908984680165533,0.025164024245589563
Z_only,100,0.0,0.6822385258152793,0.2221178580172177,240,0.6743066612083699,0.21782359272995733,240,0.02810178632320096,0.027558486803770262
Z_only,100,0.0025,0.6861831228711435,0.18874993869222778,240,0.6825588261372226,0.17812978899460558,240,0.023880162058987194,0.022536527737158585
Z_only,100,0.005,0.6620685650211633,0.19701247071938427,240,0.6681927414253798,0.18862188492976903,240,0.024925516590984152,0.02386396102273274
Z_only,100,0.01,0.5942436203066134,0.213498914429664,240,0.6461440248668883,0.18677688755138058,240,0.027011339507302067,0.023630536648136444
Z_only,250,0.0,0.6684662446947011,0.2136423919444968,240,0.6648464655762482,0.2119987441429839,240,0.02702949191746849,0.026821541779100348
Z_only,250,0.0025,0.6464800789053539,0.22507307990653658,240,0.672200809653294,0.20367008864409453,240,0.028475673478482493,0.025767821473679436
Z_only,250,0.005,0.54572092542493,0.23206807749107905,240,0.6233726916251686,0.20731066506946813,240,0.029360662777437832,0.0262284179413043
Z_only,250,0.01,0.4804283738936817,0.19555496379368414,240,0.5797234589640309,0.16832272207124616,240,0.024741116522677013,0.02129576257942771
