target_id,seed,N,theta1,phi1,theta2,phi2,method,fidelity,infidelity,shots_ZZ,shots_ZX,shots_ZY,shots_XZ,shots_XX,shots_XY,shots_YZ,shots_YX,shots_YY
0,1,25,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,Z_only,0.7278764814236143,0.2721235185763857,,,,,,,,,
0,1,25,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,ZX_split,0.9224938784984974,0.0775061215015026,,,,,,,,,
0,1,25,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,XYZ_split,0.9387190816175204,0.06128091838247962,,,,,,,,,
0,1,25,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,RL_adaptive,0.9407347803580376,0.05926521964196241,3.0,4.0,0.0,4.0,1.0,6.0,2.0,3.0,2.0
0,1,50,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,Z_only,0.7278764814236143,0.2721235185763857,,,,,,,,,
0,1,50,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,ZX_split,0.9429667246910679,0.057033275308932097,,,,,,,,,
0,1,50,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,XYZ_split,0.9481097521843981,0.05189024781560192,,,,,,,,,
0,1,50,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,RL_adaptive,0.9292458762430776,0.07075412375692236,11.0,4.0,1.0,1.0,3.0,10.0,5.0,14.0,1.0
0,1,100,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,Z_only,0.7278764814236143,0.2721235185763857,,,,,,,,,
0,1,100,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,ZX_split,0.9446956625484205,0.05530433745157948,,,,,,,,,
0,1,100,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,XYZ_split,0.9818006558959077,0.018199344104092297,,,,,,,,,
0,1,100,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,RL_adaptive,0.9963946214403621,0.0036053785596379395,3.0,8.0,0.0,15.0,1.0,29.0,15.0,15.0,14.0
0,1,250,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,Z_only,0.7278764814236143,0.2721235185763857,,,,,,,,,
0,1,250,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,ZX_split,0.9455103445116911,0.054489655488308864,,,,,,,,,
0,1,250,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,XYZ_split,0.9960084180020206,0.003991581997979443,,,,,,,,,
0,1,250,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,RL_adaptive,0.9861461501728152,0.01385384982718485,25.0,59.0,12.0,78.0,14.0,16.0,7.0,22.0,17.0
0,1,500,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,Z_only,0.7278764814236143,0.2721235185763857,,,,,,,,,
0,1,500,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,ZX_split,0.9514917198342342,0.048508280165765805,,,,,,,,,
0,1,500,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,XYZ_split,0.9935596577325017,0.006440342267498345,,,,,,,,,
0,1,500,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,RL_adaptive,0.9984471363223278,0.001552863677672156,19.0,54.0,0.0,0.0,1.0,199.0,211.0,15.0,1.0
0,2,10,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,Z_only,0.2693214047577643,0.7306785952422357,,,,,,,,,
0,2,10,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,ZX_split,0.8444233737945663,0.15557662620543367,,,,,,,,,
0,2,10,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,XYZ_split,0.7685008655464124,0.2314991344535876,,,,,,,,,
0,2,10,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,RL_adaptive,0.8338931428330192,0.16610685716698081,2.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0
0,2,25,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,Z_only,0.7278764814236143,0.2721235185763857,,,,,,,,,
0,2,25,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,ZX_split,0.9149409947544789,0.08505900524552112,,,,,,,,,
0,2,25,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,XYZ_split,0.9130651168296989,0.08693488317030107,,,,,,,,,
0,2,25,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,RL_adaptive,0.9419053132208142,0.05809468677918583,4.0,3.0,0.0,3.0,1.0,6.0,2.0,3.0,3.0
0,2,50,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,Z_only,0.7278764814236143,0.2721235185763857,,,,,,,,,
0,2,50,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,ZX_split,0.940920364195594,0.059079635804406005,,,,,,,,,
0,2,50,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,XYZ_split,0.9660902289457637,0.033909771054236315,,,,,,,,,
0,2,50,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,RL_adaptive,0.9698550689979303,0.03014493100206972,9.0,5.0,1.0,5.0,3.0,9.0,2.0,13.0,3.0
0,2,100,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,Z_only,0.7278764814236143,0.2721235185763857,,,,,,,,,
0,2,100,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,ZX_split,0.9457126076028677,0.05428739239713232,,,,,,,,,
0,2,100,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,XYZ_split,0.9836632891316275,0.016336710868372517,,,,,,,,,
0,2,100,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,RL_adaptive,0.9657463097077603,0.03425369029223968,5.0,7.0,0.0,13.0,1.0,31.0,14.0,18.0,11.0
0,2,250,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,Z_only,0.7278764814236143,0.2721235185763857,,,,,,,,,
0,2,250,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,ZX_split,0.9495148190673551,0.05048518093264487,,,,,,,,,
0,2,250,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,XYZ_split,0.9884666876572618,0.011533312342738244,,,,,,,,,
0,2,250,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,RL_adaptive,0.9792456809979502,0.020754319002049826,21.0,64.0,14.0,80.0,11.0,15.0,6.0,21.0,18.0
0,2,500,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,Z_only,0.7278764814236143,0.2721235185763857,,,,,,,,,
0,2,500,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,ZX_split,0.9506588376991683,0.04934116230083174,,,,,,,,,
0,2,500,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,XYZ_split,0.9955313460752947,0.004468653924705301,,,,,,,,,
0,2,500,0.10591949806757925,2.9183263451390653,1.0929772502862807,0.4977851689051719,RL_adaptive,0.989907604418512,0.010092395581488,24.0,46.0,0.0,0.0,1.0,198.0,209.0,21.0,1.0
1,0,10,1.061406480297471,6.243802451475221,1.3999941630264443,4.444547194611706,Z_only,0.43512597884469506,0.5648740211553049,,,,,,,,,
1,0,10,1.061406480297471,6.243802451475221,1.3999941630264443,4.444547194611706,ZX_split,0.4603662897465492,0.5396337102534507,,,,,,,,,
1,0,10,1.061406480297471,6.243802451475221,1.3999941630264443,4.444547194611706,XYZ_split,0.7586081208793989,0.24139187912060112,,,,,,,,,
1,0,10,1.061406480297471,6.243802451475221,1.3999941630264443,4.444547194611706,RL_adaptive,0.6325841827669901,0.36741581723300987,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0
1,0,25,1.061406480297471,6.243802451475221,1.3999941630264443,4.444547194611706,Z_only,0.43512597884469506,0.5648740211553049,,,,,,,,,
1,0,25,1.061406480297471,6.243802451475221,1.3999941630264443,4.444547194611706,ZX_split,0.6267269976734361,0.3732730023265639,,,,,,,,,
1,0,25,1.061406480297471,6.243802451475221,1.3999941630264443,4.444547194611706,XYZ_split,0.9435202606497086,0.05647973935029138,,,,,,,,,
1,0,25,1.061406480297471,6.243802451475221,1.3999941630264443,4.444547194611706,RL_adaptive,0.8298576988541417,0.17014230114585827,2.0,3.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0
1,0,50,1.061406480297471,6.243802451475221,1.3999941630264443,4.444547194611706,Z_only,0.43512597884469506,0.5648740211553049,,,,,,,,,
1,0,50,1.061406480297471,6.243802451475221,1.3999941630264443,4.444547194611706,ZX_split,0.6521047530316727,0.3478952469683273,,,,,,,,,
1,0,50,1.061406480297471,6.243802451475221,1.3999941630264443,4.444547194611706,XYZ_split,0.9114023924047918,0.08859760759520818,,,,,,,,,
1,0,50,1.061406480297471,6.243802451475221,1.3999941630264443,4.444547194611706,RL_adaptive,0.9038577622277588,0.09614223777224118,2.0,10.0,2.0,12.0,2.0,3.0,0.0,11.0,8.0
1,0,100,1.061406480297471,6.243802451475221,1.3999941630264443,4.444547194611706,Z_only,0.43512597884469506,0.5648740211553049,,,,,,,,,
1,0,100,1.061406480297471,6.243802451475221,1.3999941630264443,4.444547194611706,ZX_split,0.6428415636260918,0.3571584363739082,,,,,,,,,
