target_id,seed,N,method,fidelity,infidelity
3,1,250,RL_adaptive,0.7791254590977792,0.2208745409022208
3,1,500,Z_only,0.008969528430274713,0.9910304715697252
3,1,500,ZX_split,0.20949326253829081,0.7905067374617092
3,1,500,XYZ_split,0.20949326253829081,0.7905067374617092
3,1,500,RL_adaptive,0.7791254590977792,0.2208745409022208
3,2,10,Z_only,0.008969528430274713,0.9910304715697252
3,2,10,ZX_split,0.008969528430274713,0.9910304715697252
3,2,10,XYZ_split,0.20949326253829081,0.7905067374617092
3,2,10,RL_adaptive,0.9886182182974871,0.011381781702512916
3,2,25,Z_only,0.008969528430274713,0.9910304715697252
3,2,25,ZX_split,0.21405027882397726,0.7859497211760227
3,2,25,XYZ_split,0.20949326253829081,0.7905067374617092
3,2,25,RL_adaptive,0.20949326253829081,0.7905067374617092
3,2,50,Z_only,0.008969528430274713,0.9910304715697252
3,2,50,ZX_split,0.21405027882397726,0.7859497211760227
3,2,50,XYZ_split,0.20949326253829081,0.7905067374617092
3,2,50,RL_adaptive,0.7791254590977792,0.2208745409022208
3,2,100,Z_only,0.008969528430274713,0.9910304715697252
3,2,100,ZX_split,0.20949326253829081,0.7905067374617092
3,2,100,XYZ_split,0.20949326253829081,0.7905067374617092
3,2,100,RL_adaptive,0.7791254590977792,0.2208745409022208
3,2,250,Z_only,0.008969528430274713,0.9910304715697252
3,2,250,ZX_split,0.008969528430274713,0.9910304715697252
3,2,250,XYZ_split,0.20949326253829081,0.7905067374617092
3,2,250,RL_adaptive,0.7791254590977792,0.2208745409022208
3,2,500,Z_only,0.008969528430274713,0.9910304715697252
3,2,500,ZX_split,0.008969528430274713,0.9910304715697252
3,2,500,XYZ_split,0.20949326253829081,0.7905067374617092
3,2,500,RL_adaptive,0.7791254590977792,0.2208745409022208
3,3,10,Z_only,0.008969528430274713,0.9910304715697252
3,3,10,ZX_split,0.008969528430274713,0.9910304715697252
3,3,10,XYZ_split,0.20949326253829081,0.7905067374617092
3,3,10,RL_adaptive,0.20949326253829081,0.7905067374617092
3,3,25,Z_only,0.008969528430274713,0.9910304715697252
3,3,25,ZX_split,0.008969528430274713,0.9910304715697252
3,3,25,XYZ_split,0.21405027882397726,0.7859497211760227
3,3,25,RL_adaptive,0.7791254590977792,0.2208745409022208
3,3,50,Z_only,0.008969528430274713,0.9910304715697252
3,3,50,ZX_split,0.20949326253829081,0.7905067374617092
3,3,50,XYZ_split,0.20949326253829081,0.7905067374617092
3,3,50,RL_adaptive,0.7791254590977792,0.2208745409022208
3,3,100,Z_only,0.008969528430274713,0.9910304715697252
3,3,100,ZX_split,0.21405027882397726,0.7859497211760227
3,3,100,XYZ_split,0.20949326253829081,0.7905067374617092
3,3,100,RL_adaptive,0.7791254590977792,0.2208745409022208
3,3,250,Z_only,0.008969528430274713,0.9910304715697252
3,3,250,ZX_split,0.20949326253829081,0.7905067374617092
3,3,250,XYZ_split,0.20949326253829081,0.7905067374617092
3,3,250,RL_adaptive,0.7791254590977792,0.2208745409022208
3,3,500,Z_only,0.008969528430274713,0.9910304715697252
3,3,500,ZX_split,0.20949326253829081,0.7905067374617092
3,3,500,XYZ_split,0.20949326253829081,0.7905067374617092
